Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
330060,BOM JESUS DO ITABAPOANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,11
330070,CABO FRIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,56
330080,CACHOEIRAS DE MACACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330100,CAMPOS DOS GOYTACAZES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,34
330115,CARDOSO MOREIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,8
330120,CARMO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330130,CASIMIRO DE ABREU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,5
330140,CONCEICAO DE MACABU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330170,DUQUE DE CAXIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,83
330180,ENGENHEIRO PAULO DE FRONTIN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330185,GUAPIMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330187,IGUABA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330190,ITABORAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,36
330200,ITAGUAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,12
330205,ITALVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330210,ITAOCARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330220,ITAPERUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,72
330225,ITATIAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,12
330227,JAPERI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,7
330240,MACAE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,86
330250,MAGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330260,MANGARATIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330270,MARICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,18
330285,MESQUITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330290,MIGUEL PEREIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330300,MIRACEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,7
330310,NATIVIDADE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330320,NILOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,8
330330,NITEROI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,23
330340,NOVA FRIBURGO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330350,NOVA IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,26
330360,PARACAMBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,14
330380,PARATY,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,19
330390,PETROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330395,PINHEIRAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,21
330400,PIRAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,80
330410,PORCIUNCULA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330411,PORTO REAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,28
330412,QUATIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6
330414,QUEIMADOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6
330415,QUISSAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330420,RESENDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,-,-,-,-,-,-,-,-,99
330430,RIO BONITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330440,RIO CLARO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330452,RIO DAS OSTRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,32
330455,RIO DE JANEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,857,-,-,-,-,-,-,-,-,857
330470,SANTO ANTONIO DE PADUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,15
330480,SAO FIDELIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330490,SAO GONCALO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,27
330510,SAO JOAO DE MERITI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330513,SAO JOSE DE UBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,4
330515,SAO JOSE DO VALE DO RIO PRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330520,SAO PEDRO DA ALDEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,98
330540,SAPUCAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,47
330550,SAQUAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,25
330555,SEROPEDICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330580,TERESOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,3
330600,TRES RIOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330610,VALENCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,8
330620,VASSOURAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6
330630,VOLTA REDONDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,87
350010,ADAMANTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,11
350020,ADOLFO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,90
350030,AGUAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,22
350040,AGUAS DA PRATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350050,AGUAS DE LINDOIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350055,AGUAS DE SANTA BARBARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,29
350060,AGUAS DE SAO PEDRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
350070,AGUDOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
350075,ALAMBARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,110
350080,ALFREDO MARCONDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
350090,ALTAIR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,31
350100,ALTINOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
350110,ALTO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,206,-,-,-,-,-,-,-,206
350115,ALUMINIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,11
350120,ALVARES FLORENCE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,59
350130,ALVARES MACHADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
350140,ALVARO DE CARVALHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,-,-,-,-,-,-,-,119
350150,ALVINLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
350160,AMERICANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,624,-,-,-,-,-,-,-,624
350170,AMERICO BRASILIENSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,25
350180,AMERICO DE CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
350190,AMPARO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,20
350200,ANALANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
350210,ANDRADINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2344,-,-,-,-,-,-,-,2344
350220,ANGATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,48
350230,ANHEMBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
350240,ANHUMAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350250,APARECIDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
350260,APARECIDA D'OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
350270,APIAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350280,ARACATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1390,-,-,-,-,-,-,-,1390
350290,ARACOIABA DA SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,59
350320,ARARAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,376,-,-,-,-,-,-,-,376
350330,ARARAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214,-,-,-,-,-,-,-,214
350335,ARCO-IRIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,28
350360,AREIOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350370,ARIRANHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
350380,ARTUR NOGUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,39
350390,ARUJA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,-,-,-,-,-,-,-,103
350395,ASPASIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
350400,ASSIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,685,-,-,-,-,-,-,-,685
350410,ATIBAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,110
350420,AURIFLAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,542,-,-,-,-,-,-,-,542
350430,AVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
350440,AVANHANDAVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,19
350450,AVARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,31
350460,BADY BASSITT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,475,-,-,-,-,-,-,-,475
350470,BALBINOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350480,BALSAMO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,54
350490,BANANAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350500,BARAO DE ANTONINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350510,BARBOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226,-,-,-,-,-,-,-,226
350520,BARIRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
350530,BARRA BONITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
350540,BARRA DO TURVO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
350550,BARRETOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,76
350560,BARRINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,339,-,-,-,-,-,-,-,339
350570,BARUERI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,87
350580,BASTOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
350590,BATATAIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350600,BAURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,450,-,-,-,-,-,-,-,450
350610,BEBEDOURO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
350620,BENTO DE ABREU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,26
350630,BERNARDINO DE CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350635,BERTIOGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,501,-,-,-,-,-,-,-,501
350640,BILAC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,41
350650,BIRIGUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,639,-,-,-,-,-,-,-,639
350660,BIRITIBA-MIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
350670,BOA ESPERANCA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
350690,BOFETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,57
350700,BOITUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,569,-,-,-,-,-,-,-,569
350730,BORACEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350740,BORBOREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,34
350750,BOTUCATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,84
350760,BRAGANCA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,70
350770,BRAUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,54
350775,BREJO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
350780,BRODOWSKI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
350790,BROTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,-,-,-,-,-,-,-,177
350800,BURI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,-,-,-,-,-,-,-,527
350810,BURITAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,970,-,-,-,-,-,-,-,970
350820,BURITIZAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350830,CABRALIA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350840,CABREUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,39
350850,CACAPAVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,7
350860,CACHOEIRA PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
350870,CACONDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
350880,CAFELANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518,-,-,-,-,-,-,-,518
350900,CAIEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132,-,-,-,-,-,-,-,132
350910,CAIUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
350920,CAJAMAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,67
350925,CAJATI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12
350930,CAJOBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
350940,CAJURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,22
350950,CAMPINAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2618,-,-,-,-,-,-,-,2618
350960,CAMPO LIMPO PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
350970,CAMPOS DO JORDAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
350980,CAMPOS NOVOS PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
350990,CANANEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
350995,CANAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351000,CANDIDO MOTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,57
351015,CANITAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
351020,CAPAO BONITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,-,-,-,-,-,-,-,198
351030,CAPELA DO ALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,644,-,-,-,-,-,-,-,644
351040,CAPIVARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297,-,-,-,-,-,-,-,297
351050,CARAGUATATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,-,-,-,-,-,-,-,137
351060,CARAPICUIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
351070,CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,101
351080,CASA BRANCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10
351090,CASSIA DOS COQUEIROS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
351100,CASTILHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1065,-,-,-,-,-,-,-,1065
351110,CATANDUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,590,-,-,-,-,-,-,-,590
351130,CEDRAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,96
351150,CERQUILHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159,-,-,-,-,-,-,-,159
351160,CESARIO LANGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,441,-,-,-,-,-,-,-,441
351170,CHARQUEADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209,-,-,-,-,-,-,-,209
351190,CLEMENTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,43
351200,COLINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,33
351210,COLOMBIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351220,CONCHAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
351230,CONCHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,-,320
351240,CORDEIROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,907,-,-,-,-,-,-,-,907
351250,COROADOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15
351270,CORUMBATAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,5
351280,COSMOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,18
351290,COSMORAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,434,-,-,-,-,-,-,-,434
351300,COTIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,17
351310,CRAVINHOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351320,CRISTAIS PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4
351330,CRUZALIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,9
351340,CRUZEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,16
351350,CUBATAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3659,-,-,-,-,-,-,-,3659
351360,CUNHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351370,DESCALVADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,25
351380,DIADEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,-,-,-,-,-,-,-,188
351385,DIRCE REIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351400,DOBRADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
351420,DOLCINOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,37
351430,DOURADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3
351440,DRACENA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,430,-,-,-,-,-,-,-,430
351450,DUARTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,8
351460,DUMONT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351470,ECHAPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,-,-,-,-,-,-,-,113
351480,ELDORADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,13
351490,ELIAS FAUSTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,6
351492,ELISIARIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351495,EMBAUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
351500,EMBU DAS ARTES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,19
