Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
411915,PINHAIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,25
411920,PINHALAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,15
411930,PINHAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,4
411940,PIRAI DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
411950,PIRAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,5
411960,PITANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,29
411965,PITANGUEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,305,-,-,-,-,-,-,305
411970,PLANALTINA DO PARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241,-,-,-,-,-,-,241
411980,PLANALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212,-,-,-,-,-,-,212
411990,PONTA GROSSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,77
411995,PONTAL DO PARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,-,-,-,-,-,-,182
412000,PORECATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1020,-,-,-,-,-,-,1020
412015,PORTO BARREIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2
412020,PORTO RICO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,-,-,-,-,-,-,273
412033,PRADO FERREIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207,-,-,-,-,-,-,207
412035,PRANCHITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,32
412040,PRESIDENTE CASTELO BRANCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,503,-,-,-,-,-,-,503
412050,PRIMEIRO DE MAIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,546,-,-,-,-,-,-,546
412060,PRUDENTOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,13
412065,QUARTO CENTENARIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,148
412070,QUATIGUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,23
412080,QUATRO BARRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3
412085,QUATRO PONTES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,551,-,-,-,-,-,-,551
412090,QUEDAS DO IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1270,-,-,-,-,-,-,1270
412100,QUERENCIA DO NORTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1302,-,-,-,-,-,-,1302
412110,QUINTA DO SOL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,481,-,-,-,-,-,-,481
412125,RAMILANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155,-,-,-,-,-,-,155
412130,RANCHO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,56
412135,RANCHO ALEGRE D'OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,21
412140,REALEZA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,596,-,-,-,-,-,-,596
412160,RENASCENCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3
412170,RESERVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,15
412180,RIBEIRAO CLARO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,85
412190,RIBEIRAO DO PINHAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191,-,-,-,-,-,-,191
412210,RIO BOM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,8
412215,RIO BONITO DO IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,9
412240,ROLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6314,-,-,-,-,-,-,6314
412250,RONCADOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,-,-,-,-,-,-,157
412260,RONDON,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245,-,-,-,-,-,-,245
412265,ROSARIO DO IVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,-,-,-,-,-,-,134
412270,SABAUDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,-,-,-,-,-,-,280
412280,SALGADO FILHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
412290,SALTO DO ITARARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,40
412300,SALTO DO LONTRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,289,-,-,-,-,-,-,289
412310,SANTA AMELIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,55
412320,SANTA CECILIA DO PAVAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,204
412330,SANTA CRUZ DE MONTE CASTELO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,903,-,-,-,-,-,-,903
412340,SANTA FE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,696,-,-,-,-,-,-,696
412350,SANTA HELENA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1590,-,-,-,-,-,-,1590
412360,SANTA INES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,320
412370,SANTA ISABEL DO IVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1088,-,-,-,-,-,-,1088
412380,SANTA IZABEL DO OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,416,-,-,-,-,-,-,416
412382,SANTA LUCIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,26
412390,SANTA MARIANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,-,-,-,-,-,-,117
412395,SANTA MONICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,258,-,-,-,-,-,-,258
412400,SANTANA DO ITARARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
412402,SANTA TEREZA DO OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241,-,-,-,-,-,-,241
412405,SANTA TEREZINHA DE ITAIPU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,829,-,-,-,-,-,-,829
412410,SANTO ANTONIO DA PLATINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2175,-,-,-,-,-,-,2175
412420,SANTO ANTONIO DO CAIUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,487,-,-,-,-,-,-,487
412430,SANTO ANTONIO DO PARAISO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,11
412440,SANTO ANTONIO DO SUDOESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,385,-,-,-,-,-,-,385
412450,SANTO INACIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,-,-,129
412460,SAO CARLOS DO IVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,-,-,-,-,-,-,128
412470,SAO JERONIMO DA SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,19
412480,SAO JOAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,-,-,-,-,-,-,146
412490,SAO JOAO DO CAIUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,477,-,-,-,-,-,-,477
412500,SAO JOAO DO IVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-,300
412520,SAO JORGE D'OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,28
412530,SAO JORGE DO IVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,283,-,-,-,-,-,-,283
412535,SAO JORGE DO PATROCINIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,368,-,-,-,-,-,-,368
412545,SAO JOSE DAS PALMEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,12
412550,SAO JOSE DOS PINHAIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,51
412555,SAO MANOEL DO PARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,53
412560,SAO MATEUS DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,4
412570,SAO MIGUEL DO IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,608,-,-,-,-,-,-,608
412575,SAO PEDRO DO IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,-,-,-,-,-,-,244
412580,SAO PEDRO DO IVAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,233,-,-,-,-,-,-,233
412590,SAO PEDRO DO PARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116,-,-,-,-,-,-,116
412600,SAO SEBASTIAO DA AMOREIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,-,-,-,-,-,-,164
412610,SAO TOME,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144,-,-,-,-,-,-,144
412620,SAPOPEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,13
412625,SARANDI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4709,-,-,-,-,-,-,4709
412627,SAUDADE DO IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,7
412630,SENGES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,349,-,-,-,-,-,-,349
412635,SERRANOPOLIS DO IGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,282,-,-,-,-,-,-,282
412640,SERTANEJA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,364,-,-,-,-,-,-,364
412650,SERTANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1575,-,-,-,-,-,-,1575
412660,SIQUEIRA CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3
412665,SULINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
412667,TAMARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,432,-,-,-,-,-,-,432
412670,TAMBOARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,333,-,-,-,-,-,-,333
412680,TAPEJARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1424,-,-,-,-,-,-,1424
412690,TAPIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,83
412710,TELEMACO BORBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,57
412720,TERRA BOA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1495,-,-,-,-,-,-,1495
412730,TERRA RICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,810,-,-,-,-,-,-,810
412740,TERRA ROXA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,298,-,-,-,-,-,-,298
412750,TIBAGI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,47
412760,TIJUCAS DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3
412770,TOLEDO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4867,-,-,-,-,-,-,4867
412780,TOMAZINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,20
412785,TRES BARRAS DO PARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,32
412790,TUNEIRAS DO OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,325,-,-,-,-,-,-,325
412795,TUPASSI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,698,-,-,-,-,-,-,698
412796,TURVO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
412800,UBIRATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1546,-,-,-,-,-,-,1546
412810,UMUARAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6741,-,-,-,-,-,-,6741
412820,UNIAO DA VITORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2
412830,UNIFLOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,-,-,-,-,-,-,113
412840,URAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,-,-,-,-,-,-,179
412850,WENCESLAU BRAZ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,4
412853,VENTANIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2
412855,VERA CRUZ DO OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245,-,-,-,-,-,-,245
412860,VERE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,4
412862,ALTO PARAISO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301,-,-,-,-,-,-,301
412865,VIRMOND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
412880,XAMBRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,368,-,-,-,-,-,-,368
420010,ABELARDO LUZ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,19
420040,AGUA DOCE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420050,AGUAS DE CHAPECO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,26
420055,AGUAS FRIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420080,ANCHIETA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,9
420090,ANGELINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420130,ARAQUARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,25
420140,ARARANGUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420200,BALNEARIO CAMBORIU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,477,-,-,-,-,-,477
420230,BIGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420240,BLUMENAU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,36
420245,BOMBINHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144,-,-,-,-,-,144
420253,BOM JESUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420270,BOTUVERA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420290,BRUSQUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,52
420300,CACADOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420310,CAIBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,31
420320,CAMBORIU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,40
420350,CAMPO ERE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,6
420370,CANELINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,4
420380,CANOINHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3
420400,CATANDUVAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420410,CAXAMBU DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420420,CHAPECO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,-,-,-,-,-,163
420430,CONCORDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420435,CORDILHEIRA ALTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420440,CORONEL FREITAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,84
420460,CRICIUMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,4
420470,CUNHA PORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,9
420475,CUNHATAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420480,CURITIBANOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420490,DESCANSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420500,DIONISIO CERQUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,18
420517,ENTRE RIOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3
420535,FLOR DO SERTAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420540,FLORIANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,-,-,-,-,-,217
420543,FORMOSA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,46
420550,FRAIBURGO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420570,GAROPABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420580,GARUVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,7
420590,GASPAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,4
420630,GUABIRUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420640,GUARACIABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420650,GUARAMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,10
420660,GUARUJA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420665,GUATAMBU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3
420690,IBIRAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3
420710,ILHOTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
420730,IMBITUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420750,INDAIAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,5
420765,IPORA DO OESTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3
420768,IPUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,15
420785,IRATI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,7
420820,ITAJAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,274,-,-,-,-,-,274
420830,ITAPEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,-,-,-,-,-,93
420840,ITAPIRANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,5
420845,ITAPOA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,7
420880,JAGUARUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420890,JARAGUA DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,30
420900,JOACABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420910,JOINVILLE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8788,-,-,-,-,-,8788
420930,LAGES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
420940,LAGUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
421000,LUIZ ALVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
421010,MAFRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
421050,MARAVILHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,-,-,-,-,-,133
421060,MASSARANDUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
421100,MONDAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,18
421130,NAVEGANTES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,-,-,-,-,-,273
421140,NOVA ERECHIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,4
421145,NOVA ITABERABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,4
421190,PALHOCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
421200,PALMA SOLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,18
421210,PALMITOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,20
421250,PENHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,10
421280,BALNEARIO PICARRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,4
421290,PINHALZINHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,20
421315,PLANALTO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
421320,POMERODE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
421350,PORTO BELO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,21
421360,PORTO UNIAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
421415,PRINCESA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3
