Código do município,Município,UF,Código da região,Código do prestador de serviços,Nome do prestador de serviços,Sigla,Abrangência,,,IN003,IN026,IN027,IN004,IN005,IN006,IN012,IN029,IN007,IN008,IN030,IN031,IN032,IN033,IN034,IN035,IN036,IN037,IN038,IN039,IN040,IN041,IN042,IN054,IN018,IN019,IN102,IN048,IN002,IN045,IN101,IN060,IN055,IN023,IN001,IN043,IN011,IN009,IN010,IN044,IN057,IN052,IN025,IN053,IN014,IN017,IN022,IN058,IN020,IN028,IN013,IN049,IN050,IN051,IN056,IN024,IN047,IN015,IN016,IN046,IN021,IN059,IN071,IN072,IN073,IN074,IN077,IN082,IN083,IN079,IN075,IN080,IN076,IN085,IN084,IN061,IN062,IN063,IN064,IN068,IN065,IN069,IN066,IN067
240560,Jardim de Piranhas,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.21,2.61,372.27,04.09,4.65,2.27,97.32,-3.44,40.88,109493.81,63.87,30.33,42.01,2.26,4.12,47.48,65.76,10.62,1.76,6.46,85.67,12.86,1.47,18.97,11.08,447.25,438.14,1.65,619.5,2.17,155.24,0.1,83.11,100,01.02,94.44,86.82,96.88,40.09,96.33,0,41.61,21.74,8.57,8.55,11.97,85.25,1.97,11.29,58.12,41.88,58.39,29.51,402.74,26.21,33.41,33.41,30.53,100,30.53,28.37,0.07,3756,6.56,,,18.72,6.62,88.89,4.73,0,4.73,22.52,55.05,4.13,,,,,,,,,
240570,Jardim do Seridó,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.85,4.13,572.3,4.63,4.63,,95.47,-4.17,53.91,185453.34,89.22,51.9,56.47,2.25,4.41,58.16,63.29,16.73,2.5,4.94,98.53,,1.47,27.03,8.16,512.05,495.5,1.85,557.13,1.85,116.22,6.58,100,100,01.03,93.35,93.24,99.85,62.65,99.82,0,62.76,13.27,7.91,7.95,11.55,88.81,0.09,12.22,91.6,8.4,37.24,11.34,159.51,,,,,,,,,,,,,,,53.51,4,2.67,4,24.06,38.96,4.81,,,,,,,,,
240580,João Câmara,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.51,2.97,438.05,3.82,4.61,1.79,108.83,9.76,48.33,240767.59,77.63,39.1,44.41,2.28,5.52,50.37,57.2,21.24,1.76,7.1,85.65,12.88,1.47,75.07,13.06,960.83,953.86,0.92,1091.17,1.29,113.29,0.39,91.75,100,01.01,94.34,67.58,91.1,43.5,90.64,0,47.99,19.79,9.5,9.45,12.4,87.96,1.41,12.65,62.68,37.32,52.01,22.14,340.89,35.43,50.39,50.39,41.21,100,41.21,6.64,0.06,8806,29.05,,,30,19.53,240,32.22,1.72,32.22,0,32.22,3.45,,,,,,,,,
240590,João Dias,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,6.7,6.2,861.48,4.82,4.82,,71.96,-0.12,46.71,78586.96,128.55,61.24,64.91,2.69,16.4,47.64,50.49,22.97,6.12,12.75,98.53,,1.47,42.2,01.06,180.66,180.66,5.22,191.5,5.22,85.64,6.11,22.16,47.9,1,88.77,81.51,59.27,21.94,56.18,0,39.06,21.28,8.31,7.88,11.58,88.99,0.13,9.59,54.42,45.58,60.94,17.9,426.34,,,,,,,,,192,48,,,,,26.24,58.33,0,58.33,7.14,58.33,0,,,,,,,,,
240600,José da Penha,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.64,4.41,596.27,4.26,4.52,1.68,64.11,5,43.14,200933.3,103.68,54.88,67.29,2.26,7.8,52.93,64.9,10.79,7.34,7.52,94.94,3.59,1.47,43.57,03.07,519.22,518.24,1.57,636.6,1.73,105.18,0.5,78,100,1,97.51,100,99.07,61.73,98.6,0,62.6,11.98,7.12,07.09,11.23,74,0.99,26.4,98.7,1.3,37.4,4.46,140.21,07.05,11.67,11.67,10.9,100,10.9,14.2,0.04,,,,,182.92,15.89,23.54,1.82,0,1.84,89.16,33.8,2.74,,,,,,,,,
240610,Jucurutu,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.21,3.14,450.67,3.97,4.6,1.71,94.27,-7.24,54.85,74372.48,79.15,36.43,58.19,2.27,5.29,46.02,73.51,6.86,0.57,6.68,89.27,9.26,1.47,63.85,27.16,224.49,219.37,2.85,358.62,3.63,131.6,0.59,83.68,100,01.02,94.97,84.7,97.56,67.94,97.27,0,69.85,12.34,8.59,8.61,11.93,88.71,0.4,9.18,96.99,03.01,30.15,11.38,124.38,21.38,35.8,35.8,29.07,100,29.07,18.09,0.25,4812,45.56,,,64.83,2.79,240,6.28,0.67,6.26,18.06,61.46,5.42,,,,,,,,,
240615,Jundiá,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.31,3.93,585.35,4.5,4.5,,84.83,-2.14,46.45,122226.13,87.2,51.58,54.75,2.25,4.22,59.15,62.79,15.42,5.97,4.84,98.53,,1.47,113.98,01.06,332.56,332.56,2.83,353,2.83,119.26,0.28,29.09,87.44,1,93.91,0,91.64,41.24,90.95,0,45.34,18.98,8.61,8.54,12.42,87.93,1.4,16.66,65.44,34.56,54.66,7.15,341.11,,,,,,,,,,,353.91,24.03,,,84,1.32,56.9,1.28,60.71,17.63,30.91,,,,,,,,,
240620,Lagoa d Anta,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.39,3.14,447.22,4.55,4.55,,103.6,1.87,41.22,264144.73,69.11,25.24,39.79,2.3,3.65,36.53,57.57,21.04,02.09,5.29,98.53,,1.47,63.8,1.58,1025.88,1023.98,0.62,1617,0.62,137.93,0.15,88.34,100,1,97.34,16.34,94.42,55.86,93.72,0,59.6,14.4,8.58,8.52,11.85,78.53,3.6,21,82.33,17.67,40.4,5.62,191.58,,,,,,,,,1674,6,1666.67,24.02,,,,26.52,8.57,26.52,2.86,26.52,0,,,,,,,,,
240630,Lagoa de Pedras,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,3.67,3.21,470.87,4.69,4.69,,127.96,10.69,40.93,270943.86,68.48,28.71,31.99,2.35,3.63,41.92,46.71,31.42,2.29,5.3,98.53,,1.47,92.32,1.11,1231.86,1227.38,0.73,1372.5,0.73,124.08,0.51,62.82,100,1,96.58,15.55,96.31,50.87,96.05,0,52.96,16.59,8.78,8.76,12.21,83.86,1.45,21.42,73.64,26.36,47.04,8.83,257.42,,,,,,,,,,,1383,24,,,120,36.36,0,36.36,6.25,36.36,02.08,,,,,,,,,
240640,Lagoa de Velhos,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.75,3.34,501.08,4.24,4.24,,89.33,-10.96,34.64,224810.4,78.72,35.44,38.78,2.32,4.94,45.02,49.26,29.4,2.48,6.28,98.53,,1.47,60.24,01.09,910.71,897,01.02,996.5,01.02,144.04,0.28,100,100,01.02,96.24,41.94,95.82,42.67,94.56,0,45.12,20.99,9.47,9.36,12.5,113.58,02.05,31.4,59.56,40.44,54.88,10.18,384.51,,,,,,,,,1012,48,998,24,,,36.51,245.83,0,245.83,6.78,245.83,0,,,,,,,,,
240650,Lagoa Nova,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,2.72,1.97,553.08,2.94,3.26,1.65,108.27,20.34,41.43,252605.49,66.9,34.49,38.27,2.35,4.22,51.55,57.2,16.62,3.16,6.3,87.52,11.01,1.47,104.8,4.44,798.51,773.39,1.17,886,02.05,118.61,0.05,48.68,88.96,01.05,96.06,30.12,93.97,67.05,96.86,0,69.22,41.73,28.89,30.77,32.48,260.49,06.05,23.96,77.84,22.16,30.78,12.15,443.43,32.61,67.05,67.05,21.51,100,21.51,11.47,0.13,2103,30,,,93.53,5.99,240,70.83,3.68,70.83,30.88,70.83,0.74,,,,,,,,,
240660,Lagoa Salgada,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,3.48,2.74,404.3,4.53,4.53,,130.38,03.07,44.4,170199.95,60.34,30.17,34.06,2.31,3.82,50,56.44,19.41,1.53,6.34,98.53,,1.47,39.99,3.39,745.93,737.36,1.2,842,1.2,142.62,0.33,100,100,01.01,97.25,41.73,98.84,86.3,98.74,0,87.4,10.45,9.14,9.13,12.31,91.73,1.88,5.82,117.8,-17.8,12.6,5.92,43.81,,,,,,,,,,,2583,24,,,120,32.64,6.38,32.64,4.26,32.64,6.38,,,,,,,,,
240670,Lajes,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.65,2.68,403.97,3.48,4.68,1.73,95.32,-3.47,40.16,156855.79,76.93,37.12,42.13,2.27,5.96,48.25,54.76,21.77,1.19,7.74,78.57,19.96,1.47,68.96,6.81,709.09,686.62,1.28,804.75,2.23,132.41,0.31,83.97,100,01.04,94.28,94.05,98.24,64.4,98.44,0,65.42,15.06,9.85,9.93,12.86,97.88,1.56,23.8,85.4,14.6,34.58,5.8,177.91,58.24,74.94,74.94,70.51,100,70.51,8.79,2.44,2792,40.5,,,31.69,17.33,156.17,81.25,19.66,81.25,15.38,81.25,0.85,,,,,,,,,
240680,Lajes Pintadas,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,2.92,02.06,306.93,3.88,4.71,1.75,132.86,-2.5,40.25,266553.31,53.1,26.92,30.3,2.25,3.82,50.68,57.05,15.25,1.86,7.19,86.03,12.5,1.47,56.33,1.13,1522.32,1522.32,0.58,1713.5,0.81,165.72,0.07,92.19,100,1,97.62,100,99.76,70.43,99.73,0,70.62,12.89,9.1,9.1,12.31,87.32,5.86,10.17,95.55,4.45,29.38,10.47,124.48,32.54,62.8,62.8,41.78,100,41.78,9.18,0.02,1280,8,1280,24,,0,159,34.17,0,34.17,2.44,34.17,0,,,,,,,,,
240690,Lucrécia,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.14,3.34,477.55,03.09,4.58,1.62,60.1,-0.78,41.18,157263.61,107.91,65.34,68.51,2.23,08.04,60.55,63.49,17.6,2.43,7.45,72.63,25.9,1.47,23.65,3.15,518.73,518.73,1.84,543.83,3.75,106.14,0.83,65.61,100,1,94.82,64.47,89.32,53.2,88.54,0,60.08,16.41,9.37,9.28,12.1,94.93,0.92,9.33,77.59,22.41,39.92,16.99,204.56,62.76,100,100,100,100,100,8.89,0.21,812,24,,,240,10.91,104.36,100,0,100,2.78,100,0,,,,,,,,,
240700,Luís Gomes,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,6,4.32,531.7,4.39,4.39,,73.07,5.48,58.05,145696.94,98.6,75.01,79.44,2.38,8.19,76.07,80.56,0.09,0.92,8.3,98.53,,1.47,50.91,4.77,340.14,340.14,2.78,360.22,2.78,107.41,0.18,56.67,77.96,1,96.33,67.5,97.25,57.36,96.08,0,59.69,12.01,7.17,07.08,10.25,66.29,0.02,12.35,85.33,14.67,40.31,8.74,159.13,,,,,,,,,,,1575,48.67,,,12.58,24.17,0,24.17,0,21.67,0,,,,,,,,,
240710,Macaíba,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.47,3.87,669.29,04.02,3.9,5.51,89.86,-6.89,55.9,57303.91,96.3,42.66,62.21,2.29,4.36,44.3,64.6,19.04,0.16,4.53,88.28,10.25,1.47,60.68,118.84,132.54,131.34,5.22,193.26,5.49,114.06,0.47,63.58,87.74,1,95.58,87.76,95.63,42.48,89.16,0,47.65,22.54,10.74,10.02,14.07,103.65,0.92,10.87,62.44,37.56,52.35,26.86,389.06,03.01,4.9,4.9,09.06,100,09.06,25.59,3.16,9717.5,24,15267,24,180.55,3.74,240,29.27,0.42,29.76,0.82,29.63,2.47,,,,,,,,,
240720,Macau,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.96,3.25,499.98,3.49,4.93,1.69,88.1,12.96,45.56,153257.58,93.09,46.34,51.71,2.4,4.48,49.78,55.55,26.65,2.35,4.82,77.3,21.23,1.47,99.66,25.11,551.79,543.84,1.65,615.71,03.08,99.22,0.7,72.22,89.62,01.01,94.36,98.3,91.34,31.61,90.57,0,34.9,29.38,9.74,9.68,13.34,100.25,0.97,15.91,47.79,52.21,65.1,25.7,604.46,62.7,82.65,82.65,85.53,100,85.53,5,0.15,7236,57.11,1153.22,8,215.56,45.55,235.98,7.6,0,7.6,5.75,72.42,0.55,,,,,,,,,
240730,Marcelino Vieira,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,6.2,3.53,474.98,4.28,4.28,,68.99,0.07,37.68,185493.14,82.62,49.21,54.62,2.24,08.09,59.56,66.11,6.88,5.36,9.79,98.53,,1.47,48.68,3.33,590.76,589.56,1.53,655.67,1.53,133.79,0.5,80.4,100,1,97.33,56.51,100,64.05,100,0,64.05,13.45,8.18,8.18,11.2,80.22,0.4,18.87,87.72,12.28,35.95,7.28,151.21,,,,,,,,,,,,,,,81.93,1.53,1.45,1.53,49.28,31.48,0,,,,,,,,,
240740,Martins,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.95,4.99,745.56,4.71,4.71,,79.2,-1.45,53.45,243366.8,105.94,60.53,67.49,2.28,8.22,57.14,63.71,16.13,03.09,7.76,98.53,,1.47,14.93,4.46,512.39,507.35,1.77,571.25,1.77,99.86,0.38,86.9,100,01.01,96.41,90.46,100,76.36,99.96,0,76.39,12.49,09.07,09.07,12.44,90.74,2.1,15.47,104.72,-4.72,23.61,4.32,93.13,,,,,,,,,2316,52.8,,,,,116.21,59.37,0,59.37,1.75,59.37,0,,,,,,,,,
240760,Messias Targino,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.69,4.82,671.56,4.53,4.53,,79.54,-6.89,42.98,115402.02,106.47,49.92,54.04,2.28,5.29,46.89,50.75,30.44,4.39,4.97,98.53,,1.47,28.82,2.16,338.58,336.73,2.74,366.5,2.74,101.56,0.14,58.16,66.48,01.01,98.84,0,97.46,53.89,96.5,0,55.84,14.6,8.15,08.08,11.61,76.5,8.29,13.66,79.53,20.47,44.16,8.9,213.16,,,,,,,,,769,8,769,24,,,108.96,34.72,4,34.72,8,34.72,0,,,,,,,,,
240770,Montanhas,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.11,3.23,483.59,4.63,4.63,,112.73,-3.5,39,108812.36,69.86,29.08,34.6,2.25,6.23,41.63,49.53,22.17,3.22,8.91,98.53,,1.47,23.59,7.73,454.29,452.03,1.86,540.54,1.86,134.18,0.11,100,100,01.01,97.89,100,96.48,61.18,96.19,0,63.6,15.06,9.58,9.56,12.47,98.53,5.41,11.9,82.77,17.23,36.4,12.29,181.12,,,,,,,,,3619,7.5,3612.85,23.96,,,120,37.5,28.57,36.9,62.9,37.5,0,,,,,,,,,
240780,Monte Alegre,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.12,3.83,586.1,4.45,4.69,1.89,87.05,-1.76,39.66,217000.66,86.08,41.57,45.57,2.32,4.17,48.29,52.93,28.77,02.07,4.84,94.98,3.55,1.47,42.53,7.67,699.47,692.17,1.32,766.64,1.43,120.13,1.24,77.83,100,01.01,96.21,16.2,97.25,56.57,97.02,0,58.31,16.14,9.41,9.4,12.67,88.84,0.76,20.89,78.49,21.51,41.69,7.31,223.62,5.98,13.75,13.75,9.83,100,9.83,7,0.01,,,,,110,0.65,20,33.33,2.78,33.33,2.78,33.33,0.69,,,,,,,,,
240790,Monte das Gameleiras,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,05.06,4.54,664.33,4.86,4.86,,96.18,1.77,42.39,207520.85,93.44,40.99,44.08,2.19,3.84,43.87,47.18,35.05,3.2,4.1,98.53,,1.47,24.63,01.08,662.14,660.28,1.41,712,1.41,106.31,0.2,100,100,1,96,79.27,95.42,25.67,94.13,0,27.27,28.88,7.87,7.77,12.18,88.01,3.4,11.68,42.19,57.81,72.73,48.2,692.42,,,,,,,,,733,6,733,24.01,,,120,11.67,7.14,11.67,7.14,11.67,7.14,,,,,,,,,
240800,Mossoró,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.67,3.38,538.15,4.4,4.98,3.36,94.29,8.28,41.24,151284.13,76.78,35.71,43.73,2.26,5.97,46.51,56.96,21.47,01.07,7.77,71.92,26.61,1.47,69.81,270.62,493.56,418.54,1.95,604.39,2.94,121.08,0.5,96.4,100,1.15,94.36,97.37,86.48,35.01,87.6,0,39.96,26.68,10.66,10.8,13.23,105.02,01.08,13.09,49.59,50.41,60.04,37.12,606.52,51.49,56.39,56.39,57.31,100,57.31,6.25,0.16,4796.5,12,235.9,24,24,05.01,240,54.09,0.1,54.06,0.79,53.72,0.32,,,,,,,,,
240810,Natal,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.8,3.15,537.84,4.21,4.62,3.45,110.77,7.44,48.4,107013.07,74.7,32.59,43.69,2.29,4.39,43.63,58.49,18.97,1.46,5.88,70.63,27.9,1.47,73.35,1193.8,340.17,249.35,2.99,456.03,4.19,119.73,0.82,95.97,95.97,1.29,91.14,68.83,88.98,38.52,91.54,0,42.08,26.59,11.19,11.43,13.74,118.4,0.52,6.66,51.68,48.32,57.92,82.47,655.39,43.27,43.27,43.27,55.07,100,55.07,9.42,0.26,38457.36,17.63,,,108.07,9.87,127.18,94.53,1.29,94.45,34.09,88.93,1.32,,,,,,,,,
240820,Nísia Floresta,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.92,3.27,547.27,5.16,5.21,3.16,104.92,16.34,45.19,178286.46,63.43,25.59,43.07,2.26,3.98,40.34,67.9,8.76,1.37,6.28,97.2,1.34,1.47,84.85,11.78,479.76,475.26,1.25,807.5,1.28,131.88,0.42,70.09,100,01.01,96.71,01.03,91.7,56.22,92.38,0,60.86,18.23,11.1,11.19,13.99,101.37,0.53,13.96,76.76,23.24,39.14,12.33,236.83,1.86,4.73,4.73,2,100,2,8.74,0.01,,,,,120.23,0.62,,51.19,49.42,51.19,0.58,51.19,12.21,,,,,,,,,
240830,Nova Cruz,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.96,3.34,482.43,3.8,4.58,1.72,96.11,-3.06,50.45,178967.02,87.82,47.34,52.49,2.31,5.36,53.91,59.77,19.63,1.68,6.11,86.4,12.13,1.47,33.74,21.62,620.64,613.21,1.47,688.13,02.05,116.57,0.59,92.03,100,01.01,96.04,91.89,97.58,69.24,97.22,0,71.23,12.31,8.76,8.75,12.22,82.96,1.43,13.14,99.29,0.71,28.77,6.7,117.92,34.26,49.87,49.87,38.94,100,38.94,5.84,0.31,9919,7.5,9919,24,120,0.31,,17.14,34.72,17.14,77.78,17.14,1.39,,,,,,,,,
240840,Olho-d Água do Borges,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.71,4.37,701.63,4.8,4.8,,84.08,0.02,31.04,277983.76,90.95,33.8,36.92,2.28,7.1,37.17,40.6,34.53,6.32,7.8,98.53,,1.47,19.22,01.09,975.89,971.31,0.94,1066,0.94,115.59,1.6,82,100,1,96.9,99.83,98.96,62.7,99.05,0,63.3,17.14,10.85,10.86,13.38,110.63,0.74,18.94,78.11,21.89,36.7,9.26,207.74,,,,,,,,,1079,24,,,,,115.88,93.75,0,93.75,22.22,93.75,0,,,,,,,,,
240850,Ouro Branco,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,3.53,2.56,430.07,4.58,4.58,,129.61,-4.25,49.32,279901.37,56.02,33.01,38.05,2.32,4.29,58.92,67.92,1.19,5.55,7.65,98.53,,1.47,17.43,1.15,958.21,953.87,0.91,1104.5,0.91,159.39,0.02,86.81,100,1,95.43,90.4,100,54.2,100,0,54.2,18.6,10.08,10.08,13.97,102.66,1.37,8.83,75.13,24.87,45.8,21.49,281.3,,,,,,,,,,,,,,,57.85,103.33,0,103.33,36.29,103.33,4.84,,,,,,,,,
240860,Paraná,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,,,,,,,0,,3.39,1263.08,,,,,,2.82,2.83,2.7,0,94.48,,,,,2,0,0,,0,,0,0.59,0.33,0,,,,,,,,,,,,,0,,19.7,,,,0,,,,,,,,,,,,,,,,120,0,,0,,0,,,,,,,,,,
240870,Paraú,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,05.07,3.99,589.82,4.34,4.34,,85.62,-21.23,41.86,139654.82,91.76,45.64,48.9,2.39,4.2,49.74,53.29,27.6,3.74,4.58,98.53,,1.47,70.26,2.14,444.32,439.19,2.13,476,2.13,130.05,0.67,88.32,99.91,01.01,97.43,81.69,99.36,58.49,99.41,0,58.84,15.69,9.23,9.24,12.33,89.37,1.28,17.04,78.57,21.43,41.16,8.46,214.84,,,,,,,,,,,975,8,,,173.76,95,0,95,15.79,95,14.04,,,,,,,,,
240880,Parazinho,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,5.4,04.03,669.59,4.76,4.76,,88.29,11.45,31.95,289102.59,84.63,33.01,36.19,2.35,13.85,39,42.76,26.75,2.25,16.37,98.53,,1.47,93.28,1.1,1009.65,999.61,0.91,1107,0.91,95.52,0.48,80.94,100,01.01,94.85,43.98,87.86,43.35,88.94,0,48.74,22.46,10.95,11.07,13.84,95.24,1.38,8.84,61.61,38.39,51.26,33.73,382.39,,,,,,,,,1106,36,1106,48,,,212.63,50,0,50,1.67,50,3.33,,,,,,,,,
240890,Parelhas,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,03.01,2.21,304.52,3.19,4.59,1.63,105.98,-2.41,51.42,192070.79,69.45,42.52,48.52,2.24,4.3,61.22,69.86,6.37,1.49,6.2,74.7,23.83,1.47,30.13,14.26,902.84,881.15,0.99,1030.28,1.91,139.62,0.44,98.28,100,01.02,93.86,100,95.13,51.8,93.76,0,55.25,15.15,7.95,7.88,11.57,83.2,0.46,11.22,80.44,19.56,44.75,15.46,216.8,83.94,100,100,93.88,100,93.88,10.11,0.02,,,,,53.41,09.09,145.45,5.69,1.81,5.69,21.66,47.4,13.55,,,,,,,,,
240910,Passa e Fica,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.31,3.69,519.15,4.55,4.55,,105.69,5.69,54.96,136300.84,81.07,39.46,52,2.29,4.29,48.68,64.14,16.8,1.63,5.29,98.53,,1.47,56.58,7.25,409.31,409.04,1.86,539.36,1.86,114.54,0.17,79.52,100,1,96.76,17.31,98.11,66.81,97.64,0,68.42,11.9,8.14,8.1,11.72,76.26,3.55,15.33,98.53,1.47,31.58,5.78,123.62,,,,,,,,,3051,6,3051,24,,,,14.88,4,14.88,4,14.88,0,,,,,,,,,
240920,Passagem,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.61,3.58,562.61,4.53,4.53,,98.23,-2.78,50.33,161458.51,79.02,36.73,51.24,2.25,3.43,46.47,64.84,16.07,2.28,4.34,98.53,,1.47,20.76,1.4,442.59,441.87,1.62,617.5,1.62,126.57,0.66,70.92,100,1,96.68,25.14,97.73,77.98,98.42,0,79.23,12.62,10,10.07,13.11,99.22,0.91,29.25,103.86,-3.86,20.77,2.13,86.3,,,,,,,,,,,663.39,23.98,,,97,58.33,14.29,58.33,35.71,58.33,0,,,,,,,,,
240930,Patu,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,4.66,04.04,655.14,4.64,4.64,,99.62,9.18,56.58,110926.04,87.08,52.01,56.79,2.25,4.44,59.72,65.22,15.31,2.9,5.1,98.53,,1.47,37.82,8.74,259.62,258.14,3.55,283.5,3.55,103.03,0.09,61.3,71.66,01.01,96.41,100,93.64,60.14,91.29,0,65.88,14.43,9.5,9.28,13.52,98.7,6.17,7.64,93.69,6.31,34.12,13.52,162.76,,,,,,,,,2468,8,2468,24,,,80.09,13.89,12,13.89,16,12.78,4.35,,,,,,,,,
240933,Santa Maria,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água,3.93,2.92,439.6,4.44,4.44,,113.04,22.99,39.37,261652.29,65.79,31.58,34.83,2.29,4.76,48,52.94,22.98,02.01,7.23,98.53,,1.47,77.06,1.1,1124.35,1076.3,0.84,1240,0.84,114.12,0.24,80.02,100,01.04,96.25,87.87,84.54,43.84,70.17,0,62.47,14.39,8.99,7.56,12.54,84.78,2.42,21.26,87.14,12.86,37.53,6.32,185.43,,,,,,,,,1290,36,,,,,240,86.11,0,86.11,9.68,86.11,3.23,,,,,,,,,
240940,Pau dos Ferros,RN,2,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.1,04.05,573.14,4.29,4.7,2.45,84.06,6.1,51.52,49756.26,94.42,46.56,61.29,2.31,07.04,49.31,64.92,14.28,2.84,7.46,88.22,10.31,1.47,41.35,86.23,133.73,128.51,5.91,176.04,7.27,102.07,0.19,100,100,01.04,93.6,43.32,96.52,54.5,95.66,0,56.98,13.9,7.92,7.88,11.88,81.33,03.07,13.8,85.51,14.49,43.02,11,204.01,22.73,24.68,24.68,24.77,100,24.77,9.52,0.39,3854.14,61.71,2445.09,198.55,240,20.95,24,12.82,0.24,12.88,45.63,79.41,2.16,,,,,,,,,
